"","Date","T","s32","s35","s40","s8","s5","Year"
"1756","23-07","02:00",58493.57768,67975.11756,56381.60018,65226.32274,59196.80898,"2017"
"1757","23-07","02:10",58404.01224,73226.69831,59096.46788,63039.81022,59961.84719,"2017"
"1758","23-07","02:20",60281.85338,72472.90099,56890.13427,61873.80055,55124.44918,"2017"
"1759","23-07","02:30",60873.64857,71570.32879,57554.74509,71861.20619,62832.41254,"2017"
"1760","23-07","02:40",56343.77161,70387.50342,64437.78009,61059.44179,61263.45779,"2017"
"1761","23-07","02:50",54298.19881,78314.32786,56389.49004,72637.63891,61712.11043,"2017"
"1762","23-07","03:00",63092.84767,60365.58425,56408.02868,64265.92637,55650.92254,"2017"
"1763","23-07","03:10",69667.11169,68640.41165,61090.28575,73149.98288,57335.34273,"2017"
"1764","23-07","03:20",54151.27621,69416.3161,57624.28701,65957.10242,63684.10993,"2017"
"1765","23-07","03:30",60585.25988,61196.33932,58105.54718,63005.16097,62319.57898,"2017"
"1766","23-07","03:40",65646.07258,63259.83735,64336.78742,61780.22776,62467.30267,"2017"
"1767","23-07","03:50",59651.27503,70019.32026,55945.15022,66568.20731,56972.17984,"2017"
"1768","23-07","04:00",66794.882,64130.9194,58949.23233,61447.42596,66745.90071,"2017"
"1769","23-07","04:10",60785.66722,67170.37596,59159.03062,74236.39592,70019.00554,"2017"
"1770","23-07","04:20",69944.32927,72734.73506,56127.59111,58563.04894,60477.16431,"2017"
"1771","23-07","04:30",75962.61864,64379.63292,58109.24107,61887.95615,72966.00073,"2017"
"1772","23-07","04:40",67254.44314,68322.86016,57183.27325,61653.79232,63083.83755,"2017"
"1773","23-07","04:50",64875.13409,72766.83776,56210.95087,61538.60503,63086.13737,"2017"
"1774","23-07","05:00",63725.7734,64281.87127,56570.59527,60567.51347,58681.53437,"2017"
"1775","23-07","05:10",67206.77941,81058.31577,60742.35817,68257.49294,54530.0977,"2017"
"1776","23-07","05:20",65737.10831,66596.73881,71482.429,63929.96672,59722.47191,"2017"
"1777","23-07","05:30",62145.1216,67184.26683,57128.38809,61575.09539,58732.61738,"2017"
"1778","23-07","05:40",65670.80305,62267.66998,58601.59993,62174.98821,71175.63645,"2017"
"1779","23-07","05:50",71362.67228,68916.85745,60382.41542,71256.79832,59054.82478,"2017"
"1780","23-07","06:00",61727.28682,65210.68793,60272.79561,69612.60397,58233.32805,"2017"
"1781","23-07","06:10",54993.35625,63386.48656,55537.33838,67854.30723,63492.59242,"2017"
"1782","23-07","06:20",57417.48453,69874.41479,65886.96005,65576.58413,60207.9558,"2017"
"1783","23-07","06:30",56327.14805,68655.97944,60271.28922,65356.00591,56634.29393,"2017"
"1784","23-07","06:40",66456.57671,80552.94499,69017.1768,64386.63934,62445.37763,"2017"
"1785","23-07","06:50",68915.30138,64702.44286,57980.17532,61632.06887,66677.8749,"2017"
"1786","23-07","07:00",71521.34648,66544.06077,60569.28056,70556.36385,67126.89889,"2017"
"1787","23-07","07:10",57004.2974,63394.18869,58449.11354,59734.62122,67267.17103,"2017"
"1788","23-07","07:20",69230.19302,79278.7234,53593.23236,66850.34492,61078.71203,"2017"
"1789","23-07","07:30",59842.50264,64885.67263,58591.93514,61669.22241,63586.17503,"2017"
"1790","23-07","07:40",67274.09629,69093.89438,58753.87481,62563.6792,56894.89004,"2017"
"1791","23-07","07:50",71592.82382,68776.91839,57966.78382,65820.6322,59441.50135,"2017"
"1792","23-07","08:00",57285.33428,63938.98115,58138.82906,63394.27494,60007.66795,"2017"
"1793","23-07","08:10",63240.41961,67001.09197,55772.53983,59166.40365,59705.64992,"2017"
"1794","23-07","08:20",58320.27783,60166.53155,59028.40937,62092.32979,57730.21666,"2017"
"1795","23-07","08:30",63278.71785,61474.49908,59858.30045,78859.78818,59487.27352,"2017"
"1796","23-07","08:40",58853.39988,75587.85107,64341.80471,64922.91765,61978.60336,"2017"
"1797","23-07","08:50",59265.45723,74936.51995,57633.97701,72384.73787,59623.27838,"2017"
"1798","23-07","09:00",60762.99812,64854.93481,64414.63407,78399.8298,57422.54404,"2017"
"1799","23-07","09:10",63655.26005,61509.43281,66212.3867,65747.62738,59716.79609,"2017"
"1800","23-07","09:20",60898.98106,73176.2602,55861.10977,63334.15877,63096.10753,"2017"
"1801","23-07","09:30",63890.74316,58487.16019,64494.80167,62789.89406,63585.61908,"2017"
"1802","23-07","09:40",63544.82679,70304.36205,65313.33824,70841.27373,69372.60677,"2017"
"1803","23-07","09:50",57076.23038,63844.96821,56463.73422,68348.95117,57713.62637,"2017"
"1804","23-07","10:00",67612.33086,70673.72318,59127.87141,64202.66139,60219.95481,"2017"
"1805","23-07","10:10",59237.6674,62354.50145,57949.88899,64830.64284,59337.36385,"2017"
"1806","23-07","10:20",73285.21658,66470.34366,62715.65951,73726.31941,63425.3805,"2017"
"1807","23-07","10:30",55110.15236,72518.61166,62707.29757,67110.31367,74733.33962,"2017"
"1808","23-07","10:40",73820.80003,57438.57849,56248.13501,68910.96604,62101.52982,"2017"
"1809","23-07","10:50",58461.31774,60007.32002,57383.86416,68372.10731,59806.94798,"2017"
"1810","23-07","11:00",65032.58767,68185.47163,55980.10163,62356.38749,62159.56087,"2017"
"1811","23-07","11:10",55312.20563,64695.87025,60819.48272,59567.05678,68295.3464,"2017"
"1812","23-07","11:20",64858.89044,59032.28872,57304.13477,65924.0295,62444.38088,"2017"
"1813","23-07","11:30",76726.98366,63751.89483,62097.25111,67941.87263,70502.81217,"2017"
"1814","23-07","11:40",54648.88904,64140.13951,71731.30733,64068.10588,59740.77421,"2017"
"1815","23-07","11:50",58662.21538,60420.96789,67889.68315,60092.63498,61391.60343,"2017"
"1816","23-07","12:00",59618.04587,60017.93419,55595.36803,65937.1231,66345.85664,"2017"
"1817","23-07","12:10",61688.84918,66330.61781,60787.59334,61765.75913,61186.70313,"2017"
"1818","23-07","12:20",70132.33027,62526.18147,60027.48322,64995.99889,61503.33006,"2017"
"1819","23-07","12:30",69010.60744,62576.48569,56498.10598,62861.71587,72476.09108,"2017"
"1820","23-07","12:40",59970.57073,58989.54336,63416.35873,69224.8319,59608.97475,"2017"
"1821","23-07","12:50",67381.77272,60186.42357,55585.33711,66069.71623,61525.16082,"2017"
"1822","23-07","13:00",70217.1254,67746.44133,61164.61381,58818.02194,63842.13334,"2017"
"1823","23-07","13:10",64654.86455,60123.40615,57861.9771,75070.09294,57062.04894,"2017"
"1824","23-07","13:20",59563.11883,66195.6049,59762.62179,63711.60657,67948.55683,"2017"
"1825","23-07","13:30",57745.29472,63790.27964,55729.24903,64286.43213,72854.59721,"2017"
"1826","23-07","13:40",61621.45048,64880.04369,62404.68066,67920.54711,55041.38268,"2017"
"1827","23-07","13:50",60492.40855,61671.01322,68998.43264,65280.28615,65108.77343,"2017"
"1828","23-07","14:00",56966.53969,60085.70529,57024.52524,65558.4093,60986.18409,"2017"
"1829","23-07","14:10",65373.90073,62847.49927,60817.0538,69506.52342,65561.74578,"2017"
"1830","23-07","14:20",59274.70988,65524.24443,60865.59001,65551.1082,66628.94431,"2017"
"1831","23-07","14:30",81452.16864,67372.98385,58235.90566,65413.04669,71245.87371,"2017"
"1832","23-07","14:40",55552.66396,66395.80438,56909.63494,58715.37155,65581.42573,"2017"
"1833","23-07","14:50",65737.0081,56203.32219,58389.51253,65546.52375,57589.01171,"2017"
"1834","23-07","15:00",62090.26699,69726.50612,71157.72995,64501.46461,65750.9651,"2017"
"1835","23-07","15:10",54231.70114,69774.57713,61728.51302,66769.72874,62953.85494,"2017"
"1836","23-07","15:20",55330.83098,72622.34312,57757.47626,62956.81445,75107.04142,"2017"
"1837","23-07","15:30",59213.77882,63617.84636,57361.57138,69816.95484,75498.8866,"2017"
"1838","23-07","15:40",56864.21169,58892.39055,70299.31749,62532.09622,69583.76349,"2017"
"1839","23-07","15:50",66908.13579,65400.23199,57237.8423,64388.42847,67027.72396,"2017"
"1840","23-07","16:00",61551.85089,64531.02327,56587.08179,68475.96784,66175.17355,"2017"
"1841","23-07","16:10",55248.09726,56773.62197,57895.5607,69274.83706,84067.53995,"2017"
"1842","23-07","16:20",71276.40985,66609.05085,57493.73771,67971.46279,81453.06079,"2017"
"1843","23-07","16:30",54603.70457,59721.38539,71057.25223,67852.70414,69894.13869,"2017"
"1844","23-07","16:40",62336.14467,63978.5039,57853.51207,72793.40692,65316.85305,"2017"
"1845","23-07","16:50",70090.57958,61749.60709,57493.25787,65934.25941,73571.49962,"2017"
"1846","23-07","17:00",59272.45241,65084.4591,56771.40926,69637.25636,73016.6645,"2017"
"1847","23-07","17:10",57216.83849,73809.99566,60843.01538,66132.64203,71335.5615,"2017"
"1848","23-07","17:20",67738.83175,62940.93863,65779.93521,57744.50764,83102.74758,"2017"
"1849","23-07","17:30",55083.37073,62853.58331,55228.00456,64350.47505,60604.00545,"2017"
"1850","23-07","17:40",59070.3289,66865.76774,60446.24468,66656.5436,68856.22392,"2017"
"1851","23-07","17:50",55562.26908,68018.38681,60294.64078,64875.95573,69662.40416,"2017"
"1852","23-07","18:00",69032.05806,64950.50669,62087.14218,66267.40728,72102.83702,"2017"
"1853","23-07","18:10",59033.98908,67237.10546,53327.50063,61425.17702,82931.40271,"2017"
"1854","23-07","18:20",73433.26691,75025.10951,57396.89612,68807.88959,70706.59146,"2017"
"1855","23-07","18:30",57440.84759,61585.40325,57639.54383,67318.40685,64576.39548,"2017"
"1856","23-07","18:40",54516.65488,70757.73261,60856.37324,62501.54744,62867.18925,"2017"
"1857","23-07","18:50",60077.50445,63118.68005,76495.47898,58885.4189,80482.67699,"2017"
"1858","23-07","19:00",61532.22293,61491.57182,65361.41081,67142.74648,64578.61631,"2017"
"1859","23-07","19:10",62088.13245,67523.92204,63952.76636,63387.85196,64064.92698,"2017"
"1860","23-07","19:20",56170.56847,81037.70845,60681.78868,71320.74255,68350.40578,"2017"
"1861","23-07","19:30",57438.35819,64291.22378,62186.71716,65954.36037,63969.92402,"2017"
"1862","23-07","19:40",61810.08804,63501.36896,59634.90913,70417.02158,64418.14132,"2017"
"1863","23-07","19:50",60741.88891,61911.77578,56618.87971,77479.3147,69344.14468,"2017"
"1864","23-07","20:00",63438.7293,80990.78832,74294.25044,68990.17241,63361.65261,"2017"
"1865","23-07","20:10",57502.19012,69588.06751,62511.19777,64744.69671,62772.99301,"2017"
"1866","23-07","20:20",65349.92256,64468.09583,61713.6229,66170.8795,66989.19685,"2017"
"1867","23-07","20:30",58635.7652,66741.73216,61609.73874,81028.73095,60063.74392,"2017"
"1868","23-07","20:40",60123.6001,60931.06966,54151.60625,67953.78863,64488.13224,"2017"
"1869","23-07","20:50",55774.7928,60660.40725,66464.95909,65034.08016,59194.45249,"2017"
"1870","23-07","21:00",61041.96816,62897.72191,58358.4217,62835.60888,63031.52372,"2017"
"1871","23-07","21:10",67724.49489,67946.71773,61363.32048,68272.53566,62042.38184,"2017"
"1872","23-07","21:20",67683.3732,72560.21657,61297.03955,72813.2076,61712.28834,"2017"
"1873","23-07","21:30",59533.64895,71121.03322,62024.75258,64639.65258,59507.85457,"2017"
"1874","23-07","21:40",58110.16665,60605.13806,58368.88069,69608.99381,59407.34087,"2017"
"1875","23-07","21:50",58553.03454,67721.16876,61065.08215,71085.78309,61039.824,"2017"
"1876","23-07","22:00",60510.06795,65495.73516,70978.57256,63877.44568,66661.53627,"2017"
"1877","23-07","22:10",65719.34611,70918.46343,58971.18379,71522.34369,67612.79635,"2017"
"1878","23-07","22:20",67612.92718,66195.26522,59573.99668,64121.54737,63591.24528,"2017"
"1879","23-07","22:30",62648.21743,64935.95486,57545.73302,66839.66412,60602.71402,"2017"
"1880","23-07","22:40",65038.81049,67444.08401,59561.34843,70058.49216,68526.18409,"2017"
"1881","23-07","22:50",56445.37024,73260.95974,62983.44728,59090.19805,58696.67384,"2017"
"1882","23-07","23:00",58350.76933,65353.25967,57172.60602,62809.28567,61367.87315,"2017"
"1883","23-07","23:10",70485.83406,74067.94788,54503.69059,64139.92184,57841.29718,"2017"
"1884","23-07","23:20",58206.39006,68974.711,57153.30887,68292.09102,54829.01783,"2017"
"1885","23-07","23:30",59583.42275,65819.7663,61804.21115,67270.18787,68410.35933,"2017"
"1886","23-07","23:40",57182.54983,72445.91983,56316.32291,76576.32567,67104.66215,"2017"
"1887","23-07","23:50",66598.17815,66744.68125,56500.78684,64158.79462,72883.0011,"2017"
"1888","24-07","00:00",72550.64996,78711.10435,61680.70752,65984.96706,67530.09004,"2017"
"1889","24-07","00:10",65181.65147,70833.26252,56838.04614,60106.81321,56654.29913,"2017"
"1890","24-07","00:20",61684.58115,72031.72401,58901.60272,59543.56185,56774.96743,"2017"
"1891","24-07","00:30",60486.85172,74575.28827,58177.37018,69289.09724,63308.77471,"2017"
"1892","24-07","00:40",58519.55954,68091.49367,62657.4056,60141.20309,53934.52566,"2017"
"1893","24-07","00:50",69884.58023,62842.64814,59294.75973,64586.76424,64683.08045,"2017"
"1894","24-07","01:00",61578.19685,66428.07966,65542.82516,70364.36086,61370.12017,"2017"
"1895","24-07","01:10",60401.80386,73774.86256,62546.1754,62163.49043,60054.42171,"2017"
"1896","24-07","01:20",57889.75013,70322.11293,61395.98125,68077.59249,61618.50932,"2017"
"1897","24-07","01:30",57549.67991,73271.42152,65579.41773,62036.23404,56638.21622,"2017"
"1898","24-07","01:40",66150.62556,65249.55778,61594.66225,60766.37535,69665.40941,"2017"
"1899","24-07","01:50",62272.39912,74286.91176,60416.24227,65611.14067,58352.21814,"2017"
"1900","24-07","02:00",62356.78017,70003.53848,58121.0646,65437.42786,62797.84,"2017"
"1901","24-07","02:10",66437.94192,65410.09024,63520.26732,66296.13975,61299.82587,"2017"
"1902","24-07","02:20",58022.76316,68958.78667,58748.675,64436.4399,57962.76365,"2017"
"1903","24-07","02:30",58877.63764,72157.84685,63056.90075,75857.29961,66067.84499,"2017"
"1904","24-07","02:40",61471.68096,69099.70194,65387.09706,62827.99781,57451.05276,"2017"
"1905","24-07","02:50",64223.75214,60796.52916,58244.17977,66279.11656,58004.33843,"2017"
"1906","24-07","03:00",59392.88563,68603.87255,63970.31674,63234.66472,62560.18846,"2017"
"1907","24-07","03:10",56157.41113,65665.42025,63922.8406,72718.09617,65119.51488,"2017"
"1908","24-07","03:20",60296.23673,66240.10311,63254.44384,73079.44977,74725.06437,"2017"
"1909","24-07","03:30",59748.67494,78625.60453,58717.89518,60196.5966,64194.37425,"2017"
"1910","24-07","03:40",59063.81078,65504.97389,60689.11757,68795.81145,60857.09445,"2017"
"1911","24-07","03:50",59356.82582,68311.10072,59415.66093,63665.46883,61735.73877,"2017"
"1912","24-07","04:00",64239.59397,69549.8973,59548.53387,68252.42931,61989.85209,"2017"
"1913","24-07","04:10",65544.29586,64562.12197,60080.05645,61779.77814,66865.86051,"2017"
"1914","24-07","04:20",59934.12547,68767.7291,63021.36249,60649.11807,60483.73507,"2017"
"1915","24-07","04:30",60493.38541,69834.79187,54781.93819,61964.47216,56217.62839,"2017"
"1916","24-07","04:40",59647.80281,65550.17054,68166.97746,63652.32434,59458.67591,"2017"
"1917","24-07","04:50",67908.31864,70507.48744,67428.74857,62895.41457,60591.94225,"2017"
"1918","24-07","05:00",59947.35955,69696.41074,56443.42228,63774.42695,65381.74732,"2017"
"1919","24-07","05:10",61359.6898,66602.17285,58359.50516,63118.2178,60845.66098,"2017"
"1920","24-07","05:20",63682.95628,64726.02354,62631.86081,64399.84027,67842.54915,"2017"
"1921","24-07","05:30",62975.57816,69793.8777,63645.69538,61130.89639,62377.40661,"2017"
"1922","24-07","05:40",61189.17358,65638.23655,56552.09569,65507.36411,68561.24132,"2017"
"1923","24-07","05:50",65509.47978,64711.9576,58756.735,62564.83497,67486.10443,"2017"
"1924","24-07","06:00",59984.60396,74279.89686,56243.30613,70335.21821,59992.35719,"2017"
"1925","24-07","06:10",57886.23559,61660.87563,65093.51089,63966.14785,60300.24863,"2017"
"1926","24-07","06:20",58385.08471,79528.95639,55607.86008,61633.75047,68765.94277,"2017"
"1927","24-07","06:30",56612.68349,62640.28143,59585.88581,59342.30404,62110.15163,"2017"
"1928","24-07","06:40",58164.51784,78948.98059,59002.43976,66032.60246,63792.12847,"2017"
"1929","24-07","06:50",58236.41992,61732.71914,58665.72385,69197.32993,58187.3325,"2017"
"1930","24-07","07:00",62679.77546,66075.59783,61295.64405,69745.1778,62143.25741,"2017"
"1931","24-07","07:10",58775.81168,65537.66838,61275.77889,63528.38544,57512.50263,"2017"
"1932","24-07","07:20",58782.05761,63050.41828,64365.69552,63701.71037,65635.01212,"2017"
"1933","24-07","07:30",58375.21321,71113.52118,61238.53263,65612.25938,60906.74599,"2017"
"1934","24-07","07:40",57670.75907,72363.31429,73460.80778,61078.5849,59015.46438,"2017"
"1935","24-07","07:50",57082.17827,66913.03609,58620.94262,60607.88782,71387.11712,"2017"
"1936","24-07","08:00",57488.32018,79789.17513,53947.93554,71404.98508,60842.69636,"2017"
"1937","24-07","08:10",62702.53278,68834.69176,58485.88063,78310.54788,62255.32449,"2017"
"1938","24-07","08:20",56881.79549,66809.78766,62609.48581,64820.06046,58245.8626,"2017"
"1939","24-07","08:30",59387.5735,76691.36739,66241.22525,64881.98735,56783.80729,"2017"
"1940","24-07","08:40",59248.23248,72382.9408,60972.15834,61579.72631,58152.5535,"2017"
"1941","24-07","08:50",56155.10876,65275.68185,73080.15163,69861.9036,71827.84909,"2017"
"1942","24-07","09:00",64190.82823,58643.06264,54925.95218,63625.61019,58668.96225,"2017"
"1943","24-07","09:10",64741.41952,69580.8871,53120.73324,70945.89092,56560.93376,"2017"
"1944","24-07","09:20",64210.45289,64104.70406,56232.37114,58866.89469,71815.04243,"2017"
"1945","24-07","09:30",56368.7756,70572.33026,60389.97503,64939.37358,64342.97776,"2017"
"1946","24-07","09:40",60208.37005,76051.59214,58698.40282,65193.46892,77406.5319,"2017"
"1947","24-07","09:50",57172.18881,63960.46653,58983.15713,68200.68489,61731.02513,"2017"
"1948","24-07","10:00",67581.1737,73401.15061,60084.16417,65772.11269,64306.81867,"2017"
"1949","24-07","10:10",57607.07665,60059.55972,58152.26521,79492.23567,71563.82354,"2017"
"1950","24-07","10:20",54809.43618,65475.95756,57580.43114,77177.40327,64720.85921,"2017"
"1951","24-07","10:30",57872.33488,65408.75345,53924.39273,72931.42393,61863.38627,"2017"
"1952","24-07","10:40",56806.72809,62362.59889,58257.64169,68769.25287,64907.24018,"2017"
"1953","24-07","10:50",63569.45027,64463.62911,56676.08184,70587.31712,64697.93105,"2017"
"1954","24-07","11:00",62376.79467,64074.58895,56561.22269,77411.83212,63273.75261,"2017"
"1955","24-07","11:10",63511.88554,65159.54411,57586.14587,67602.73281,60699.49832,"2017"
"1956","24-07","11:20",62170.941,63459.84474,55045.44732,68803.96731,71432.74019,"2017"
"1957","24-07","11:30",61948.69275,61630.59342,58065.71827,63038.74324,59466.52811,"2017"
"1958","24-07","11:40",74401.6738,66049.06462,55981.04333,62941.53462,64033.34137,"2017"
"1959","24-07","11:50",54891.31538,64516.18008,60340.45073,67766.73429,62101.69164,"2017"
"1960","24-07","12:00",54284.87977,68722.39072,56995.95572,69092.91844,69914.64127,"2017"
"1961","24-07","12:10",63129.87802,64464.73215,61044.67701,79403.87323,59986.9197,"2017"
"1962","24-07","12:20",59156.92937,60360.57516,59570.68479,69914.40205,61300.23078,"2017"
"1963","24-07","12:30",53837.45519,61552.65751,55925.7935,65736.90981,62519.42263,"2017"
"1964","24-07","12:40",73470.63717,63513.11668,58569.32163,64734.6141,59374.39995,"2017"
"1965","24-07","12:50",54272.1344,68385.16594,58325.03314,67545.39249,71090.53802,"2017"
"1966","24-07","13:00",56314.55395,60500.88754,75432.03911,68024.24265,69632.81588,"2017"
"1967","24-07","13:10",53452.6321,63500.41599,58824.03657,63848.53249,71551.72891,"2017"
"1968","24-07","13:20",67405.62618,59902.12992,65367.44075,74950.69524,60855.26988,"2017"
"1969","24-07","13:30",53650.98057,65414.96348,58864.5448,66274.97912,60593.11479,"2017"
"1970","24-07","13:40",54722.34351,64074.46443,66861.21589,69081.02244,58382.47731,"2017"
"1971","24-07","13:50",58610.75933,61834.55545,53850.19168,68648.75532,62968.50978,"2017"
"1972","24-07","14:00",59950.33457,71126.49013,56771.45291,66737.18404,60641.29638,"2017"
"1973","24-07","14:10",58845.67648,65026.97713,55811.27206,65799.40139,61016.11658,"2017"
"1974","24-07","14:20",57321.80924,64353.57318,59511.19329,63003.70138,64384.603,"2017"
"1975","24-07","14:30",56253.79124,67515.67079,56724.21966,72232.10786,63411.08532,"2017"
"1976","24-07","14:40",65958.50236,68723.194,56103.17396,64837.99247,57052.52422,"2017"
"1977","24-07","14:50",55753.39326,61713.21377,56137.21479,62460.31372,63906.9536,"2017"
"1978","24-07","15:00",58562.35629,60308.92747,61983.80868,61842.50072,64391.14489,"2017"
"1979","24-07","15:10",61373.81525,64558.27363,70338.09312,69169.96725,68624.70906,"2017"
"1980","24-07","15:20",59015.41204,62947.40701,56601.31617,61931.84895,81367.57822,"2017"
"1981","24-07","15:30",68192.14231,70639.27876,60986.96604,84584.63231,68801.58185,"2017"
"1982","24-07","15:40",55744.70816,62365.68706,67004.55126,69509.31115,77310.86759,"2017"
"1983","24-07","15:50",56982.95636,62521.95039,65877.44261,80208.84653,84830.28506,"2017"
"1984","24-07","16:00",61638.62916,59624.02605,58813.29853,61096.2337,79282.59598,"2017"
"1985","24-07","16:10",64931.04931,60872.0343,59082.74028,65560.68147,76257.04615,"2017"
"1986","24-07","16:20",61087.60948,71641.90304,57984.80546,73542.84685,66413.48685,"2017"
"1987","24-07","16:30",55318.01161,58860.1364,63422.46873,68364.70547,76059.26872,"2017"
"1988","24-07","16:40",59921.05211,71799.033,59216.03714,66449.28503,66641.04711,"2017"
"1989","24-07","16:50",55959.23274,62039.6298,62085.26593,69887.22661,82943.8991,"2017"
"1990","24-07","17:00",63445.00831,61151.67193,60678.6089,66143.28672,78005.0776,"2017"
"1991","24-07","17:10",68364.01211,62108.19122,58470.30199,61803.20012,76482.0385,"2017"
"1992","24-07","17:20",58152.50355,67943.1104,59419.82278,62659.44932,69400.13392,"2017"
"1993","24-07","17:30",60087.08118,71164.93018,65430.18583,69309.72313,62650.01152,"2017"
"1994","24-07","17:40",67124.05285,72576.22375,55836.92589,65122.61243,59491.56654,"2017"
"1995","24-07","17:50",62350.87454,62781.61873,55592.74418,61901.29463,60544.75687,"2017"
"1996","24-07","18:00",59406.02821,63038.46282,56078.12571,68688.51891,62277.49706,"2017"
"1997","24-07","18:10",72858.34198,64013.52561,57450.30048,74542.47457,77063.88239,"2017"
"1998","24-07","18:20",62518.5893,62685.10099,68944.95013,66878.08026,65268.43083,"2017"
"1999","24-07","18:30",72362.64749,64892.82246,73437.49357,64862.75722,76982.67337,"2017"
"2000","24-07","18:40",55251.58809,66996.34127,60446.35784,68283.582,75939.51085,"2017"
"2001","24-07","18:50",61560.55804,63897.30764,63619.96875,71810.84337,64158.89354,"2017"
"2002","24-07","19:00",60650.94696,62807.31969,62951.31563,64425.63655,66406.19102,"2017"
"2003","24-07","19:10",76308.65325,70449.3507,54753.10205,63591.27787,63057.32679,"2017"
"2004","24-07","19:20",63086.61606,60242.41667,59480.30104,71078.00627,70736.43499,"2017"
"2005","24-07","19:30",61492.43484,77961.51459,59060.79372,76038.55986,61983.40823,"2017"
"2006","24-07","19:40",65739.71152,66508.65041,59501.92645,65245.74517,67434.62871,"2017"
"2007","24-07","19:50",70014.27587,62056.19732,57858.9514,72791.2867,68031.99364,"2017"
"2008","24-07","20:00",57356.77868,79288.78709,60973.04714,70966.85937,66426.51922,"2017"
"2009","24-07","20:10",55693.36263,62717.66621,57732.73091,66630.8387,70261.69355,"2017"
"2010","24-07","20:20",66051.05751,64925.12932,57419.85424,64481.2313,61748.12486,"2017"
"2011","24-07","20:30",68864.88125,59523.10918,61544.83475,64182.5017,79179.5471,"2017"
"2012","24-07","20:40",71089.24861,67986.77508,65932.68965,63901.65919,60428.69868,"2017"
"2013","24-07","20:50",55420.16626,66254.82788,60543.12915,68011.74805,58594.28069,"2017"
"2014","24-07","21:00",58612.27716,64757.91996,61859.17976,64736.78424,70811.31535,"2017"
"2015","24-07","21:10",68199.5702,66779.70025,56454.5033,73151.41956,63464.72165,"2017"
"2016","24-07","21:20",65710.37877,66799.57375,60025.1308,63432.44848,72649.74784,"2017"
"2017","24-07","21:30",69479.09797,71212.79967,60793.92558,65477.2314,69721.05673,"2017"
"2018","24-07","21:40",54683.42241,64603.56669,57541.61235,63085.75742,62106.37031,"2017"
"2019","24-07","21:50",66541.45853,68161.98555,60493.48122,73582.47789,58689.36588,"2017"
"2020","24-07","22:00",57090.01592,64149.97383,57496.13673,61909.08708,66024.61434,"2017"
"2021","24-07","22:10",60381.11943,59781.60293,61744.3797,62464.66752,61431.36945,"2017"
"2022","24-07","22:20",63676.1086,63625.17305,58414.73111,69298.62139,64944.85013,"2017"
"2023","24-07","22:30",62915.62061,64716.42088,57163.48181,62216.17402,60052.84068,"2017"
"2024","24-07","22:40",62568.34546,74892.77176,65868.64967,65479.47176,61947.20921,"2017"
"2025","24-07","22:50",59030.31856,64876.24507,59502.36166,67364.49115,68760.09616,"2017"
"2026","24-07","23:00",67024.38356,66425.84394,61163.8721,74872.34845,61256.83607,"2017"
"2027","24-07","23:10",61941.46188,65922.05119,56888.95185,62012.23317,63403.91375,"2017"
"2028","24-07","23:20",57586.87866,68392.98846,61556.60253,76168.089,67517.02117,"2017"
"2029","24-07","23:30",56939.65213,79361.69051,55321.86332,73466.99272,63560.95208,"2017"
"2030","24-07","23:40",63634.26417,65274.19697,55645.83192,63008.0364,68809.96,"2017"
"2031","24-07","23:50",67060.42313,69310.03415,69037.01885,59197.0655,57887.86558,"2017"
"2032","25-07","00:00",69899.67456,71413.30098,65037.44654,62190.52961,61416.71922,"2017"
"2033","25-07","00:10",62440.33789,66960.89963,59251.15249,61160.54218,59924.29525,"2017"
"2034","25-07","00:20",61480.14379,65847.17166,61351.92016,61750.26562,63861.08387,"2017"
"2035","25-07","00:30",67801.90062,62019.7695,57206.79789,75259.33798,60959.80672,"2017"
"2036","25-07","00:40",65949.08646,65016.44518,57299.50338,61669.57713,67940.74952,"2017"
"2037","25-07","00:50",63791.70257,60049.18948,62481.18073,66569.65023,63576.42541,"2017"
"2038","25-07","01:00",56537.94399,61987.3423,58358.03843,65623.64252,61606.3481,"2017"
"2039","25-07","01:10",60562.23437,67858.23579,62454.15439,70784.96424,64378.47433,"2017"
"2040","25-07","01:20",61601.11818,66603.88557,62424.35022,77635.54925,63851.78732,"2017"
"2041","25-07","01:30",66673.00373,61469.56726,59768.754,61701.86172,59294.79701,"2017"
"2042","25-07","01:40",63418.54641,65961.21673,58616.09441,63578.99647,59316.99396,"2017"
"2043","25-07","01:50",59370.01426,60977.16753,59522.11265,80450.37967,57794.7206,"2017"
"2044","25-07","02:00",68551.06341,66302.8671,60870.59977,68287.04221,63449.55532,"2017"
"2045","25-07","02:10",58083.50584,78685.18013,57412.13398,59689.29463,59877.22542,"2017"
"2046","25-07","02:20",60451.80543,63911.81183,54270.76161,66152.0734,64384.78532,"2017"
"2047","25-07","02:30",60203.88057,68156.49882,57377.05661,70718.01613,62854.17469,"2017"
"2048","25-07","02:40",61498.70918,72999.28797,59098.20147,62925.44921,75816.34903,"2017"
"2049","25-07","02:50",61461.9981,64211.2289,64496.88065,62281.74318,63984.96025,"2017"
"2050","25-07","03:00",66702.21784,67395.05672,63294.29175,61243.74325,70772.85704,"2017"
"2051","25-07","03:10",65199.41321,61797.9996,56796.00045,63425.41003,65442.84831,"2017"
"2052","25-07","03:20",65114.92532,70602.61773,64956.03772,64727.42183,62338.49578,"2017"
