"","Date","T","s32","s35","s40","s8","s5","Year"
"1423","20-07","18:30",57317.76539,62862.87862,58616.29852,66002.12688,61375.0659,"2017"
"1424","20-07","18:40",64939.02154,64403.15251,59409.01414,63343.36573,70094.81975,"2017"
"1425","20-07","18:50",70010.66699,66428.5751,55794.87754,79807.46846,82111.32427,"2017"
"1426","20-07","19:00",57651.406,60689.17831,59809.80025,69542.35478,61285.49276,"2017"
"1427","20-07","19:10",68892.87807,76738.79384,59057.43426,68020.5037,65714.76256,"2017"
"1428","20-07","19:20",59345.34294,64684.81318,57633.76309,73166.22679,60733.22768,"2017"
"1429","20-07","19:30",58449.0367,69890.42116,57201.46353,68707.55686,83508.07628,"2017"
"1430","20-07","19:40",55735.44584,67631.87386,66907.35786,68132.42408,66535.56343,"2017"
"1431","20-07","19:50",68910.49995,70816.69137,76286.4831,63667.22046,63035.21727,"2017"
"1432","20-07","20:00",58791.90764,68722.29543,59615.53184,65354.42749,64716.98232,"2017"
"1433","20-07","20:10",59546.18536,64311.27857,60957.84291,81681.1821,57804.45191,"2017"
"1434","20-07","20:20",56734.94216,66902.67575,61670.24732,71056.20787,73061.21247,"2017"
"1435","20-07","20:30",57670.31844,61668.58784,60733.82144,71711.43067,63544.92973,"2017"
"1436","20-07","20:40",58976.57514,68956.52201,63566.03897,64560.79922,59008.58983,"2017"
"1437","20-07","20:50",63826.45954,57895.67638,59562.74797,69111.52075,67420.56638,"2017"
"1438","20-07","21:00",61066.56309,74653.57584,72741.45235,75098.55373,67382.23917,"2017"
"1439","20-07","21:10",68091.17562,63235.38379,63066.29653,63223.57843,63660.41385,"2017"
"1440","20-07","21:20",55770.31376,64048.1799,60302.33784,73006.89922,67622.84612,"2017"
"1441","20-07","21:30",70193.8496,66014.95741,56967.4548,63110.13193,67270.11521,"2017"
"1442","20-07","21:40",69638.85052,62816.35191,63800.17079,66848.58109,65403.49764,"2017"
"1443","20-07","21:50",61631.92853,62170.17618,57701.6539,59660.84076,63845.09863,"2017"
"1444","20-07","22:00",62968.94005,65951.03449,69214.46649,80416.33305,68202.99739,"2017"
"1445","20-07","22:10",58123.05242,60618.82355,58590.4899,62905.59621,59456.18575,"2017"
"1446","20-07","22:20",55461.38626,63850.7755,59479.19607,68020.20781,65233.53893,"2017"
"1447","20-07","22:30",59068.17214,61652.19731,61308.4933,64284.75445,60855.83326,"2017"
"1448","20-07","22:40",65614.50822,77404.84352,57154.42225,66490.75121,60662.85049,"2017"
"1449","20-07","22:50",64745.97734,62977.09158,68798.24234,67926.77034,61314.43801,"2017"
"1450","20-07","23:00",57186.12196,65651.51987,58892.90106,69506.8397,56764.18319,"2017"
"1451","20-07","23:10",61448.89971,63801.6354,54743.73548,63489.72916,62937.43549,"2017"
"1452","20-07","23:20",67497.68493,67338.99686,57669.82855,63594.8529,57674.04868,"2017"
"1453","20-07","23:30",60613.01789,65591.52422,56628.53976,67950.12374,62597.807,"2017"
"1454","20-07","23:40",66706.09503,62421.92496,57052.59797,66863.34063,60872.0306,"2017"
"1455","20-07","23:50",68403.13082,68503.49218,60018.5078,65659.5068,58244.71308,"2017"
"1456","21-07","00:00",69666.51281,67751.75065,57354.22089,63310.0872,63885.26013,"2017"
"1457","21-07","00:10",69391.74689,66237.75605,55861.97644,62434.14673,63049.76588,"2017"
"1458","21-07","00:20",57882.0523,63926.24831,58349.2092,64344.02891,72099.8559,"2017"
"1459","21-07","00:30",60471.65939,73398.2679,57651.36099,65956.13185,69491.80159,"2017"
"1460","21-07","00:40",64256.09779,69447.67809,58256.06357,61310.94313,56609.07196,"2017"
"1461","21-07","00:50",54879.02503,61545.97665,56477.86248,62296.62347,61022.03562,"2017"
"1462","21-07","01:00",70011.8994,67569.94113,57341.31419,72702.02311,58257.0429,"2017"
"1463","21-07","01:10",55523.51983,68657.99361,62094.48649,73354.54796,62874.18046,"2017"
"1464","21-07","01:20",62060.86189,57738.0805,56098.83252,74807.58566,66715.26364,"2017"
"1465","21-07","01:30",56630.87262,67908.08253,60370.48208,62974.28743,61304.29525,"2017"
"1466","21-07","01:40",56092.34078,64839.42523,57003.48617,64823.37695,58723.98779,"2017"
"1467","21-07","01:50",60101.90924,68590.69423,66441.25776,62864.52181,58405.40315,"2017"
"1468","21-07","02:00",60441.41938,68233.17153,63939.63989,60587.68466,60472.46056,"2017"
"1469","21-07","02:10",73860.57081,68489.7944,61084.60305,67925.58294,62885.6244,"2017"
"1470","21-07","02:20",62258.79626,65548.53678,58453.21451,60977.36986,59488.70072,"2017"
"1471","21-07","02:30",63315.00502,58982.00162,60978.41198,68330.64601,63814.36391,"2017"
"1472","21-07","02:40",62148.02153,68652.86425,56496.38164,64213.41174,66754.52974,"2017"
"1473","21-07","02:50",59458.87058,77496.93189,60303.27993,60814.77879,60900.77379,"2017"
"1474","21-07","03:00",58268.46359,62876.0068,65038.48662,70002.48103,61172.09305,"2017"
"1475","21-07","03:10",67870.39024,69034.73389,63549.64882,65978.14974,58618.79283,"2017"
"1476","21-07","03:20",56381.50425,78981.58204,54651.46645,66692.81939,72761.27959,"2017"
"1477","21-07","03:30",60622.0907,77482.36444,57281.67953,62979.46432,65487.59183,"2017"
"1478","21-07","03:40",52796.63135,65801.99112,59005.06034,65375.42583,59022.95633,"2017"
"1479","21-07","03:50",65993.37782,58922.28579,58880.12965,72082.24948,56227.39144,"2017"
"1480","21-07","04:00",65457.00711,62115.9924,59374.0225,65288.87775,61856.43324,"2017"
"1481","21-07","04:10",61151.93478,62806.69853,56506.54469,71851.18077,60351.1347,"2017"
"1482","21-07","04:20",63260.79342,70573.8238,68933.35004,77353.69142,64487.58988,"2017"
"1483","21-07","04:30",63361.54317,59826.64835,69067.61181,68407.09567,55654.06066,"2017"
"1484","21-07","04:40",60006.89573,60068.55364,59431.37336,62200.72246,55115.2025,"2017"
"1485","21-07","04:50",70366.04335,64677.97659,59692.40848,67065.31712,61748.34892,"2017"
"1486","21-07","05:00",60295.67815,73340.41016,62285.11737,69372.79921,59419.8579,"2017"
"1487","21-07","05:10",59313.58942,65792.46293,59611.96255,61306.804,59028.94103,"2017"
"1488","21-07","05:20",59456.48234,67971.51597,58418.41126,60473.65063,76418.61403,"2017"
"1489","21-07","05:30",65121.76176,64795.59163,66888.47832,68797.74135,64362.05784,"2017"
"1490","21-07","05:40",63183.46176,69737.07299,59519.11333,63864.56121,71452.58794,"2017"
"1491","21-07","05:50",76150.57565,63788.24173,56302.23284,63171.12576,67078.71743,"2017"
"1492","21-07","06:00",74155.95108,65347.33751,58702.73538,73795.8605,61625.16771,"2017"
"1493","21-07","06:10",58365.23901,67651.15592,59494.25926,67772.57034,66191.7886,"2017"
"1494","21-07","06:20",62025.90211,71668.57316,60855.47839,65012.39215,62321.77363,"2017"
"1495","21-07","06:30",56419.73765,67055.08148,57399.8139,63952.13126,74994.17797,"2017"
"1496","21-07","06:40",56377.46466,63024.28359,54197.72215,63588.20117,63963.83596,"2017"
"1497","21-07","06:50",64647.85997,69071.20125,70302.614,61896.75795,62284.57076,"2017"
"1498","21-07","07:00",67578.18596,80458.63896,59503.30717,67674.12692,62063.78395,"2017"
"1499","21-07","07:10",62637.54907,67285.38246,67405.4864,60869.07222,61340.28157,"2017"
"1500","21-07","07:20",57833.46949,77247.44815,57369.19573,64448.30283,71818.39738,"2017"
"1501","21-07","07:30",61281.96257,70930.88908,58377.92733,79758.48609,58753.87382,"2017"
"1502","21-07","07:40",61458.46396,82257.73188,60558.3599,65194.58533,60939.5345,"2017"
"1503","21-07","07:50",58298.04741,72608.91586,62192.11375,65998.74573,61596.62255,"2017"
"1504","21-07","08:00",74665.97466,74267.71605,60162.349,76808.1609,60625.17086,"2017"
"1505","21-07","08:10",71290.71384,66351.52111,54951.43412,61958.46744,60252.32016,"2017"
"1506","21-07","08:20",63953.93724,70223.09017,56553.40792,64191.39805,59763.2431,"2017"
"1507","21-07","08:30",62923.31693,70550.23394,60035.96134,64747.97116,60471.92591,"2017"
"1508","21-07","08:40",55878.12182,62785.22157,55272.62779,68407.1476,61552.8566,"2017"
"1509","21-07","08:50",63859.00417,69922.31365,65901.0311,66114.0147,69831.31088,"2017"
"1510","21-07","09:00",55121.91884,67325.24609,64467.97107,61430.10692,60710.05226,"2017"
"1511","21-07","09:10",69249.30406,64561.11803,58244.87566,62188.48591,62888.00171,"2017"
"1512","21-07","09:20",53144.47313,59507.23052,64866.34644,70398.67886,62510.33015,"2017"
"1513","21-07","09:30",54338.0984,63333.41213,59964.41593,67955.53438,72002.26368,"2017"
"1514","21-07","09:40",67380.129,68819.03614,58421.69514,68614.79569,74208.04116,"2017"
"1515","21-07","09:50",55638.35845,62630.97209,56022.18438,68352.91304,68296.01305,"2017"
"1516","21-07","10:00",61085.85539,68412.39088,60743.97288,62370.4534,64160.0117,"2017"
"1517","21-07","10:10",61229.66635,64371.66402,72739.42547,65864.52399,68615.91968,"2017"
"1518","21-07","10:20",56978.46237,66577.29271,60105.52645,70216.76882,67817.6228,"2017"
"1519","21-07","10:30",60891.20559,70016.56034,59020.41549,68940.50827,68754.78027,"2017"
"1520","21-07","10:40",64764.7788,62851.14483,61088.28699,78982.08696,75976.9943,"2017"
"1521","21-07","10:50",55976.29,62197.12919,60038.21906,64256.22735,63458.74391,"2017"
"1522","21-07","11:00",63796.6273,67814.60348,57456.94147,68702.5961,59932.03952,"2017"
"1523","21-07","11:10",68196.1142,66508.40924,56632.23354,70685.90851,71780.0365,"2017"
"1524","21-07","11:20",54973.8964,63332.34932,55350.68433,76296.29107,64490.66018,"2017"
"1525","21-07","11:30",70840.81578,66295.20342,55829.22767,68698.24123,60081.29801,"2017"
"1526","21-07","11:40",61582.7281,59756.23257,57581.23986,67568.45793,71158.43349,"2017"
"1527","21-07","11:50",55234.11598,74658.87513,60728.47443,73554.15478,59292.88773,"2017"
"1528","21-07","12:00",57278.20276,71657.90802,59976.97379,70481.3574,72414.35036,"2017"
"1529","21-07","12:10",60503.57052,62428.10224,57229.7522,59825.02618,69379.41844,"2017"
"1530","21-07","12:20",55064.45475,62913.31963,55926.62044,62714.02526,73992.9683,"2017"
"1531","21-07","12:30",59484.56057,59763.11887,59060.11061,61357.90404,59158.98417,"2017"
"1532","21-07","12:40",57119.71181,68453.55931,73919.55485,69979.64879,62165.68782,"2017"
"1533","21-07","12:50",63601.07746,65163.75757,59879.61086,67229.49548,72066.55058,"2017"
"1534","21-07","13:00",59986.89058,60552.5353,56151.3295,63599.5837,68037.14394,"2017"
"1535","21-07","13:10",57430.75811,65592.05176,64943.73699,69598.31605,64226.2914,"2017"
"1536","21-07","13:20",58388.86012,71813.77442,77802.22788,71587.58933,66573.09879,"2017"
"1537","21-07","13:30",57471.21321,61935.06536,72639.77118,66369.86851,65639.18551,"2017"
"1538","21-07","13:40",66341.01871,68960.33889,74963.96107,66280.06886,65538.56005,"2017"
"1539","21-07","13:50",55078.86483,63591.59009,58529.02321,62293.86943,73479.67838,"2017"
"1540","21-07","14:00",57589.12329,64010.79256,60491.31479,63587.0515,67526.15467,"2017"
"1541","21-07","14:10",55654.59319,64461.37828,66354.70676,65211.32202,64484.32467,"2017"
"1542","21-07","14:20",56515.62859,74390.29946,60450.78977,69332.48465,80243.11516,"2017"
"1543","21-07","14:30",60572.97893,62886.02381,55248.07388,76306.14607,59896.88076,"2017"
"1544","21-07","14:40",63564.84184,60552.4325,58646.60082,63301.18325,63172.64522,"2017"
"1545","21-07","14:50",63244.00724,62699.28794,58374.54093,85082.72709,64489.66821,"2017"
"1546","21-07","15:00",59478.96126,61456.62969,60199.58371,81987.68558,69717.27597,"2017"
"1547","21-07","15:10",59913.40024,62870.82232,57921.81847,84875.31468,75589.31541,"2017"
"1548","21-07","15:20",58825.87461,59038.38691,60302.78244,67569.57777,74562.75489,"2017"
"1549","21-07","15:30",55242.71825,68000.34382,55935.71812,73349.0468,76721.27358,"2017"
"1550","21-07","15:40",55914.07197,55548.95601,55165.46181,76739.66311,64325.1128,"2017"
"1551","21-07","15:50",69933.02025,62763.53979,56866.97669,69253.71838,82738.71432,"2017"
"1552","21-07","16:00",62962.51584,69961.70971,58806.38519,79633.46523,67821.18305,"2017"
"1553","21-07","16:10",59513.68726,60664.02849,55072.28074,62670.53447,70278.07525,"2017"
"1554","21-07","16:20",66052.33312,61475.34711,57373.19389,65920.82002,61852.81269,"2017"
"1555","21-07","16:30",56515.34758,59519.95747,57784.57844,67180.30521,66468.1461,"2017"
"1556","21-07","16:40",57181.22111,76933.97166,61785.79536,73823.01158,71805.87664,"2017"
"1557","21-07","16:50",56712.39984,67533.43635,69077.96547,69723.94158,59002.72826,"2017"
"1558","21-07","17:00",57417.10625,69506.01808,54818.06035,79772.70124,69684.95339,"2017"
"1559","21-07","17:10",58636.1612,58789.56368,63562.1309,65916.10737,60250.97036,"2017"
"1560","21-07","17:20",56697.52909,60169.31277,56178.90026,65537.27498,68503.29004,"2017"
"1561","21-07","17:30",62553.83586,65787.84566,56841.93174,68757.97138,70662.68044,"2017"
"1562","21-07","17:40",54346.22366,64239.11154,56729.02484,71420.74618,62002.41978,"2017"
"1563","21-07","17:50",57398.70809,61446.48688,59456.94252,66392.39518,65618.24516,"2017"
"1564","21-07","18:00",63337.97769,61270.58694,58482.91684,71161.6734,64945.57459,"2017"
"1565","21-07","18:10",54678.80406,61602.3213,60631.27851,64956.06347,61529.87213,"2017"
"1566","21-07","18:20",57215.79124,64761.90778,55993.53152,64168.94293,83396.15027,"2017"
"1567","21-07","18:30",57115.02759,63575.3654,58367.25294,65706.59037,71167.65774,"2017"
"1568","21-07","18:40",63735.18252,71477.71503,56629.76363,67428.36533,71260.72427,"2017"
"1569","21-07","18:50",57599.01441,65934.57914,56146.80983,76270.19096,68903.51882,"2017"
"1570","21-07","19:00",57871.24648,65253.43872,57521.58451,69340.25087,62169.84861,"2017"
"1571","21-07","19:10",56657.8393,70896.4502,69309.55886,65660.16705,65828.11361,"2017"
"1572","21-07","19:20",57571.00566,73067.30759,64510.15472,66247.83103,65329.61384,"2017"
"1573","21-07","19:30",56209.24369,71252.19825,73769.00709,73094.80067,58646.29438,"2017"
"1574","21-07","19:40",58574.16555,59632.91503,56981.43085,81160.03455,58147.73375,"2017"
"1575","21-07","19:50",59013.50409,56029.10826,60229.90341,70059.62228,64109.78825,"2017"
"1576","21-07","20:00",59475.80378,60621.98103,60557.4565,67574.7636,64652.46681,"2017"
"1577","21-07","20:10",57651.89916,62234.86637,61477.40632,64595.81696,63841.04008,"2017"
"1578","21-07","20:20",54477.52684,63342.83836,55302.15517,68494.87231,57945.32038,"2017"
"1579","21-07","20:30",67661.39679,64933.58459,59880.14682,65934.08238,61720.56266,"2017"
"1580","21-07","20:40",58221.87757,67870.40703,58186.72993,65779.4394,76760.6977,"2017"
"1581","21-07","20:50",68351.51801,65821.40925,59522.00795,61442.0755,70203.87565,"2017"
"1582","21-07","21:00",64300.01982,66545.95187,62589.09747,65344.32393,68774.06135,"2017"
"1583","21-07","21:10",63969.52428,71181.52888,63010.67774,67268.94956,57977.59427,"2017"
"1584","21-07","21:20",58747.88276,69414.04549,60322.09631,65087.31005,65778.87205,"2017"
"1585","21-07","21:30",71426.42542,58628.1229,60979.59758,74587.50552,62079.58982,"2017"
"1586","21-07","21:40",61424.38416,70181.52547,69708.40692,63089.85135,69155.92272,"2017"
"1587","21-07","21:50",60716.49458,67606.71004,59028.6829,57817.14332,63751.89203,"2017"
"1588","21-07","22:00",60030.52066,76990.63169,62585.94264,58483.82318,62322.27238,"2017"
"1589","21-07","22:10",61052.1362,68819.41521,57284.83954,64168.70915,57855.68914,"2017"
"1590","21-07","22:20",73115.14085,63724.05287,61636.03599,68503.43799,68401.82443,"2017"
"1591","21-07","22:30",68569.22088,61779.36386,63875.22946,63799.46305,63488.14022,"2017"
"1592","21-07","22:40",75127.25036,63449.25812,55765.55382,73801.35442,61574.8336,"2017"
"1593","21-07","22:50",59716.63342,61122.86361,65107.3886,62755.05505,61135.87665,"2017"
"1594","21-07","23:00",59934.01608,68197.10442,60580.84166,64487.32137,63402.89287,"2017"
"1595","21-07","23:10",60743.13347,68316.59723,58248.41216,66857.09024,62518.46124,"2017"
"1596","21-07","23:20",58939.55811,65093.35534,56279.91911,65587.98624,56719.20979,"2017"
"1597","21-07","23:30",59322.43488,61185.69143,65890.52765,62348.07361,61986.35919,"2017"
"1598","21-07","23:40",70435.80758,67153.90755,57029.23276,72625.40695,56939.22108,"2017"
"1599","21-07","23:50",58767.8157,66131.60216,66457.07388,66779.63,59626.91435,"2017"
"1600","22-07","00:00",59469.89986,62337.28001,70299.91545,67484.25496,59281.42332,"2017"
"1601","22-07","00:10",72448.37828,61795.66015,55512.46276,64820.80111,56833.88943,"2017"
"1602","22-07","00:20",61780.20281,63588.07392,57896.84083,72088.50935,60894.21073,"2017"
"1603","22-07","00:30",69094.42866,60501.50371,66603.62812,69893.08459,59962.55229,"2017"
"1604","22-07","00:40",58540.69921,59627.67513,57289.32027,73023.99153,61202.84543,"2017"
"1605","22-07","00:50",60080.95062,65716.88116,64987.34773,62307.88584,62015.44859,"2017"
"1606","22-07","01:00",59053.10848,69418.3441,57361.98136,67587.31593,58844.53756,"2017"
"1607","22-07","01:10",64364.39059,74273.59712,57502.15638,64470.05106,60719.65071,"2017"
"1608","22-07","01:20",59443.35312,61481.70455,57883.65747,71045.80305,67174.02816,"2017"
"1609","22-07","01:30",56478.89735,65021.14898,59882.26328,68720.56551,65903.11588,"2017"
"1610","22-07","01:40",60369.01486,65063.25872,56289.76686,73470.28774,56010.65311,"2017"
"1611","22-07","01:50",63316.40674,63654.29052,55408.87822,61614.33196,59401.88898,"2017"
"1612","22-07","02:00",58157.25422,77555.77822,60347.75205,76842.41897,59793.33525,"2017"
"1613","22-07","02:10",67647.88416,58008.12361,62568.53102,63995.94611,66056.40536,"2017"
"1614","22-07","02:20",56705.44337,69338.44733,62851.05281,68029.6003,67063.38217,"2017"
"1615","22-07","02:30",58978.55293,67693.86674,61358.74052,66082.34293,60130.88001,"2017"
"1616","22-07","02:40",59827.67651,60789.02606,61467.62277,67838.12038,63612.85501,"2017"
"1617","22-07","02:50",56853.11045,71386.0429,74282.06323,62514.57407,59656.61533,"2017"
"1618","22-07","03:00",71058.56546,63871.67702,58877.17879,62108.42722,74640.80946,"2017"
"1619","22-07","03:10",57020.91473,68797.3478,62503.05079,61372.2409,61662.50931,"2017"
"1620","22-07","03:20",60643.97493,64158.39763,59718.10865,71013.97202,58426.77687,"2017"
"1621","22-07","03:30",60034.33742,66519.83115,60977.8458,60181.84161,58883.47863,"2017"
"1622","22-07","03:40",63171.97662,62140.3752,56721.95428,68559.74966,59950.81961,"2017"
"1623","22-07","03:50",64154.61182,61466.74246,60772.71804,63742.47378,60374.7159,"2017"
"1624","22-07","04:00",59184.70053,68539.66595,56002.49549,61333.68632,63784.29953,"2017"
"1625","22-07","04:10",56744.26925,58280.47211,58562.8311,64040.61802,62270.91748,"2017"
"1626","22-07","04:20",68079.92562,69952.05163,76180.6568,60601.79144,68273.07245,"2017"
"1627","22-07","04:30",57637.76127,62528.96775,58629.47878,63918.06078,62018.79272,"2017"
"1628","22-07","04:40",80714.77245,65542.03576,55928.82754,76985.02344,63012.47736,"2017"
"1629","22-07","04:50",55804.01897,77356.63738,61936.74324,62244.28058,70869.23281,"2017"
